palau	locatedIn	oceania
qatar	locatedIn	asia
guinea	locatedIn	africa
san_marino	locatedIn	europe
saint_lucia	locatedIn	americas
senegal	locatedIn	africa
sri_lanka	locatedIn	asia
antigua_and_barbuda	locatedIn	americas
cuba	locatedIn	americas
bermuda	locatedIn	americas
tunisia	locatedIn	africa
austria	locatedIn	europe
angola	locatedIn	africa
united_kingdom	locatedIn	europe
faroe_islands	locatedIn	europe
madagascar	locatedIn	africa
somalia	locatedIn	africa
british_indian_ocean_territory	locatedIn	africa
south_korea	locatedIn	asia
guatemala	locatedIn	americas
el_salvador	locatedIn	americas
armenia	locatedIn	asia
anguilla	locatedIn	americas
lithuania	locatedIn	europe
mayotte	locatedIn	africa
latvia	locatedIn	europe
mexico	locatedIn	americas
andorra	locatedIn	europe
chad	locatedIn	africa
central_african_republic	locatedIn	africa
seychelles	locatedIn	africa
honduras	locatedIn	americas
haiti	locatedIn	americas
mali	locatedIn	africa
new_caledonia	locatedIn	oceania
cayman_islands	locatedIn	americas
malaysia	locatedIn	asia
israel	locatedIn	asia
iceland	locatedIn	europe
ivory_coast	locatedIn	africa
niue	locatedIn	oceania
gabon	locatedIn	africa
moldova	locatedIn	europe
turks_and_caicos_islands	locatedIn	americas
tonga	locatedIn	oceania
burundi	locatedIn	africa
gambia	locatedIn	africa
argentina	locatedIn	americas
comoros	locatedIn	africa
belize	locatedIn	americas
kenya	locatedIn	africa
brazil	locatedIn	americas
nigeria	locatedIn	africa
south_georgia	locatedIn	americas
jersey	locatedIn	europe
republic_of_the_congo	locatedIn	africa
pakistan	locatedIn	asia
puerto_rico	locatedIn	americas
georgia	locatedIn	asia
mozambique	locatedIn	africa
macedonia	locatedIn	europe
saint_barthélemy	locatedIn	americas
morocco	locatedIn	africa
british_virgin_islands	locatedIn	americas
estonia	locatedIn	europe
chile	locatedIn	americas
réunion	locatedIn	africa
togo	locatedIn	africa
uganda	locatedIn	africa
albania	locatedIn	europe
isle_of_man	locatedIn	europe
liberia	locatedIn	africa
azerbaijan	locatedIn	asia
french_polynesia	locatedIn	oceania
malawi	locatedIn	africa
christmas_island	locatedIn	oceania
belgium	locatedIn	europe
lesotho	locatedIn	africa
samoa	locatedIn	oceania
equatorial_guinea	locatedIn	africa
netherlands	locatedIn	europe
kiribati	locatedIn	oceania
cook_islands	locatedIn	oceania
yemen	locatedIn	asia
benin	locatedIn	africa
slovakia	locatedIn	europe
sweden	locatedIn	europe
northern_mariana_islands	locatedIn	oceania
bahamas	locatedIn	americas
united_arab_emirates	locatedIn	asia
kyrgyzstan	locatedIn	asia
laos	locatedIn	asia
dominica	locatedIn	americas
liechtenstein	locatedIn	europe
sierra_leone	locatedIn	africa
rwanda	locatedIn	africa
norfolk_island	locatedIn	oceania
bolivia	locatedIn	americas
bangladesh	locatedIn	asia
slovenia	locatedIn	europe
paraguay	locatedIn	americas
niger	locatedIn	africa
iran	locatedIn	asia
barbados	locatedIn	americas
poland	locatedIn	europe
philippines	locatedIn	asia
croatia	locatedIn	europe
jamaica	locatedIn	americas
guam	locatedIn	oceania
cocos_keeling_islands	locatedIn	oceania
finland	locatedIn	europe
saint_kitts_and_nevis	locatedIn	americas
cambodia	locatedIn	asia
guernsey	locatedIn	europe
uzbekistan	locatedIn	asia
peru	locatedIn	americas
france	locatedIn	europe
united_states_minor_outlying_islands	locatedIn	americas
namibia	locatedIn	africa
bahrain	locatedIn	asia
canada	locatedIn	americas
singapore	locatedIn	asia
united_states_virgin_islands	locatedIn	americas
solomon_islands	locatedIn	oceania
american_samoa	locatedIn	oceania
sint_maarten	locatedIn	americas
belarus	locatedIn	europe
montserrat	locatedIn	americas
saint_vincent_and_the_grenadines	locatedIn	americas
ukraine	locatedIn	europe
turkmenistan	locatedIn	asia
greece	locatedIn	europe
bosnia_and_herzegovina	locatedIn	europe
gibraltar	locatedIn	europe
cameroon	locatedIn	africa
lebanon	locatedIn	asia
new_zealand	locatedIn	oceania
maldives	locatedIn	asia
vanuatu	locatedIn	oceania
dr_congo	locatedIn	africa
vietnam	locatedIn	asia
fiji	locatedIn	oceania
marshall_islands	locatedIn	oceania
mauritius	locatedIn	africa
montenegro	locatedIn	europe
oman	locatedIn	asia
wallis_and_futuna	locatedIn	oceania
são_tomé_and_príncipe	locatedIn	africa
papua_new_guinea	locatedIn	oceania
western_sahara	locatedIn	africa
uruguay	locatedIn	americas
libya	locatedIn	africa
north_korea	locatedIn	asia
åland_islands	locatedIn	europe
tuvalu	locatedIn	oceania
tajikistan	locatedIn	asia
ethiopia	locatedIn	africa
brunei	locatedIn	asia
australia	locatedIn	oceania
greenland	locatedIn	americas
hong_kong	locatedIn	asia
guadeloupe	locatedIn	americas
switzerland	locatedIn	europe
luxembourg	locatedIn	europe
portugal	locatedIn	europe
colombia	locatedIn	americas
malta	locatedIn	europe
tokelau	locatedIn	oceania
costa_rica	locatedIn	americas
algeria	locatedIn	africa
south_africa	locatedIn	africa
pitcairn_islands	locatedIn	oceania
mauritania	locatedIn	africa
nepal	locatedIn	asia
china	locatedIn	asia
trinidad_and_tobago	locatedIn	americas
grenada	locatedIn	americas
palestine	locatedIn	asia
kuwait	locatedIn	asia
falkland_islands	locatedIn	americas
afghanistan	locatedIn	asia
india	locatedIn	asia
curaçao	locatedIn	americas
romania	locatedIn	europe
svalbard_and_jan_mayen	locatedIn	europe
cyprus	locatedIn	europe
japan	locatedIn	asia
swaziland	locatedIn	africa
dominican_republic	locatedIn	americas
cape_verde	locatedIn	africa
italy	locatedIn	europe
turkey	locatedIn	asia
vatican_city	locatedIn	europe
martinique	locatedIn	americas
taiwan	locatedIn	asia
saint_pierre_and_miquelon	locatedIn	americas
aruba	locatedIn	americas
russia	locatedIn	europe
nauru	locatedIn	oceania
south_sudan	locatedIn	africa
serbia	locatedIn	europe
ireland	locatedIn	europe